date_only,time_only,price,bedrooms,bathrooms,sqft_living
2014-05-05,00:00:00,620000.0,3.0,1.75,1480
2014-05-05,00:00:00,405000.0,2.0,3.0,1410
2014-05-05,00:00:00,232000.0,2.0,1.0,1200
2014-05-05,00:00:00,800866.0,5.0,2.5,3180
2014-05-05,00:00:00,650000.0,3.0,1.5,2160
2014-05-05,00:00:00,823000.0,6.0,1.75,2920
2014-05-05,00:00:00,770000.0,3.0,2.0,2350
2014-05-05,00:00:00,524000.0,3.0,1.75,1560
2014-05-05,00:00:00,541125.0,5.0,2.75,2740
2014-05-05,00:00:00,670000.0,3.0,2.5,1680
2014-05-05,00:00:00,384900.0,5.0,2.5,3090
2014-05-05,00:00:00,406100.0,3.0,2.25,1410
2014-05-05,00:00:00,1395000.0,5.0,3.5,4010
2014-05-05,00:00:00,736500.0,4.0,2.5,3180
2014-05-05,00:00:00,570000.0,3.0,2.25,2010
2014-05-05,00:00:00,787000.0,3.0,1.75,1330
2014-05-05,00:00:00,328000.0,4.0,2.5,2370
2014-05-05,00:00:00,435000.0,5.0,2.0,1840
2014-05-05,00:00:00,499000.0,4.0,2.5,2910
2014-05-05,00:00:00,501000.0,4.0,1.0,2070
2014-05-05,00:00:00,1090000.0,4.0,2.5,4340
2014-05-05,00:00:00,400000.0,2.0,1.0,840
2014-05-05,00:00:00,220000.0,4.0,1.5,1240
2014-05-05,00:00:00,657100.0,4.0,1.0,1390
2014-05-05,00:00:00,309950.0,4.0,2.75,2310
2014-05-05,00:00:00,300000.0,3.0,2.0,1050
2014-05-05,00:00:00,525888.0,5.0,1.75,2550
2014-05-05,00:00:00,740000.0,4.0,1.75,2010
2014-05-05,00:00:00,340000.0,5.0,1.0,1120
2014-05-05,00:00:00,398750.0,3.0,2.5,2230
2014-05-05,00:00:00,206000.0,2.0,1.0,810
2014-05-05,00:00:00,1030000.0,5.0,2.75,3190
2014-05-05,00:00:00,600000.0,3.0,1.75,1670
2014-05-05,00:00:00,379950.0,4.0,1.75,1970
2014-05-05,00:00:00,287000.0,3.0,1.0,1450
2014-05-05,00:00:00,2280000.0,7.0,8.0,13540
2014-05-05,00:00:00,309950.0,3.0,2.5,1880
2014-05-05,00:00:00,600000.0,3.0,1.75,1880
2014-05-05,00:00:00,418000.0,3.0,2.0,1410
2014-05-05,00:00:00,449250.0,4.0,2.0,1480
2014-05-05,00:00:00,329950.0,2.0,1.0,1140
2014-05-05,00:00:00,245000.0,3.0,1.75,1920
2014-05-05,00:00:00,549000.0,4.0,2.5,2910
2014-05-05,00:00:00,800000.0,3.0,2.5,3240
2014-05-05,00:00:00,249950.0,3.0,2.0,1550
2014-05-05,00:00:00,210000.0,5.0,2.0,2050
2014-05-05,00:00:00,1425000.0,2.0,2.5,2220
2014-05-05,00:00:00,585000.0,2.0,1.0,1770
2014-05-05,00:00:00,615000.0,4.0,1.75,2300
2014-05-05,00:00:00,618500.0,3.0,2.0,1800
2014-05-05,00:00:00,487585.0,4.0,1.75,2010
2014-05-05,00:00:00,509900.0,3.0,2.5,1790
2014-05-05,00:00:00,631625.0,4.0,2.5,2440
2014-05-05,00:00:00,555000.0,3.0,2.5,1940
2014-05-05,00:00:00,340000.0,2.0,1.5,1160
2014-05-05,00:00:00,830000.0,4.0,2.5,3400
2014-05-05,00:00:00,890000.0,4.0,4.25,4420
2014-05-05,00:00:00,366750.0,3.0,3.0,1571
2014-05-05,00:00:00,415000.0,3.0,2.25,1620
2014-05-05,00:00:00,416286.0,3.0,2.5,1408
2014-05-05,00:00:00,478000.0,3.0,2.5,3040
2014-05-05,00:00:00,890000.0,5.0,3.5,4490
2014-05-05,00:00:00,419190.0,2.0,2.5,1590
2014-05-05,00:00:00,712198.0,4.0,2.5,2450
2014-05-06,00:00:00,397000.0,4.0,2.0,1440
2014-05-06,00:00:00,450000.0,2.0,2.0,1100
2014-05-06,00:00:00,353000.0,3.0,1.0,1350
2014-05-06,00:00:00,609000.0,4.0,2.5,2150
2014-05-06,00:00:00,234000.0,3.0,1.75,1490
2014-05-06,00:00:00,561000.0,3.0,2.0,2000
2014-05-06,00:00:00,469000.0,2.0,1.0,1030
2014-05-06,00:00:00,329350.0,2.0,1.0,720
2014-05-06,00:00:00,488000.0,5.0,2.0,2020
2014-05-06,00:00:00,279900.0,3.0,1.75,1580
2014-05-06,00:00:00,606000.0,4.0,2.5,2110
2014-05-06,00:00:00,312000.0,4.0,2.0,1300
2014-05-06,00:00:00,650000.0,3.0,1.5,1630
2014-05-06,00:00:00,1135000.0,4.0,2.75,3370
2014-05-06,00:00:00,325000.0,4.0,2.5,1890
2014-05-06,00:00:00,425000.0,4.0,2.0,1520
2014-05-06,00:00:00,219000.0,2.0,1.0,900
2014-05-06,00:00:00,250000.0,3.0,1.0,1050
2014-05-06,00:00:00,390000.0,3.0,1.75,1260
2014-05-06,00:00:00,475000.0,6.0,3.0,3470
2014-05-06,00:00:00,736000.0,4.0,2.5,2290
2014-05-06,00:00:00,407000.0,4.0,2.25,2810
2014-05-06,00:00:00,272000.0,3.0,2.5,1650
2014-05-06,00:00:00,362000.0,3.0,2.25,1640
2014-05-06,00:00:00,535000.0,3.0,2.5,1850
2014-05-06,00:00:00,284000.0,4.0,2.5,2000
2014-05-06,00:00:00,367500.0,3.0,1.5,1410
2014-05-06,00:00:00,379900.0,4.0,1.75,1500
2014-05-06,00:00:00,520000.0,3.0,2.5,2460
2014-05-06,00:00:00,175000.0,3.0,1.0,1010
2014-05-06,00:00:00,460000.0,2.0,2.25,1230
2014-05-06,00:00:00,345000.0,4.0,2.5,2331
2014-05-06,00:00:00,455000.0,5.0,2.5,2240
2014-05-06,00:00:00,610000.0,4.0,3.0,2450
2014-05-06,00:00:00,563000.0,4.0,3.0,3100
2014-05-06,00:00:00,612500.0,4.0,2.0,2060
2014-05-06,00:00:00,218000.0,3.0,1.75,1850
2014-05-06,00:00:00,404000.0,4.0,1.75,1840
2014-05-06,00:00:00,860000.0,4.0,2.0,3740
2014-05-06,00:00:00,136500.0,3.0,1.5,1420
2014-05-06,00:00:00,313950.0,3.0,1.0,1510
2014-05-06,00:00:00,575000.0,3.0,1.75,2130
2014-05-06,00:00:00,1225000.0,4.0,2.25,3490
2014-05-06,00:00:00,280000.0,3.0,1.75,1630
2014-05-06,00:00:00,515000.0,3.0,2.5,1790
2014-05-06,00:00:00,513000.0,4.0,2.5,2000
2014-05-06,00:00:00,599000.0,4.0,2.25,2260
2014-05-06,00:00:00,685000.0,4.0,2.5,3030
2014-05-06,00:00:00,365000.0,3.0,1.5,1310
2014-05-06,00:00:00,762300.0,4.0,2.5,3880
2014-05-06,00:00:00,1580000.0,4.0,3.25,3760
2014-05-06,00:00:00,562000.0,5.0,2.25,3040
2014-05-06,00:00:00,530000.0,5.0,2.5,2910
2014-05-06,00:00:00,525000.0,3.0,2.5,2970
2014-05-06,00:00:00,484000.0,2.0,1.75,1660
2014-05-06,00:00:00,725126.0,4.0,2.5,3200
2014-05-06,00:00:00,360000.0,4.0,2.0,2680
2014-05-06,00:00:00,387000.0,3.0,1.0,1230
2014-05-06,00:00:00,483500.0,4.0,2.5,2740
2014-05-06,00:00:00,655500.0,4.0,3.5,3380
2014-05-06,00:00:00,345000.0,3.0,1.0,1110
2014-05-06,00:00:00,533000.0,5.0,2.75,1800
2014-05-06,00:00:00,385000.0,3.0,1.75,1900
2014-05-06,00:00:00,675000.0,2.0,1.0,930
2014-05-06,00:00:00,197000.0,3.0,1.75,1690
2014-05-06,00:00:00,485000.0,3.0,2.0,1420
2014-05-06,00:00:00,1870000.0,5.0,4.0,4510
2014-05-06,00:00:00,295000.0,3.0,2.25,1980
2014-05-06,00:00:00,499000.0,2.0,1.75,1170
2014-05-06,00:00:00,1050000.0,3.0,2.5,2200
2014-05-06,00:00:00,191000.0,3.0,1.5,800
2014-05-06,00:00:00,500000.0,3.0,2.5,1480
2014-05-06,00:00:00,390000.0,5.0,3.75,2890
2014-05-06,00:00:00,979000.0,3.0,2.5,2690
2014-05-06,00:00:00,580000.0,4.0,3.25,3569
2014-05-06,00:00:00,369950.0,3.0,2.0,1270
2014-05-06,00:00:00,1800000.0,5.0,5.0,4490
2014-05-06,00:00:00,776000.0,4.0,2.5,3040
2014-05-07,00:00:00,519950.0,3.0,2.25,1170
2014-05-07,00:00:00,255000.0,5.0,2.25,2060
2014-05-07,00:00:00,495000.0,3.0,1.0,990
2014-05-07,00:00:00,510000.0,4.0,2.5,2430
2014-05-07,00:00:00,1150000.0,4.0,4.0,4460
2014-05-07,00:00:00,253000.0,3.0,1.75,1250
2014-05-07,00:00:00,503000.0,3.0,2.75,1540
2014-05-07,00:00:00,275000.0,3.0,2.5,1600
2014-05-07,00:00:00,249000.0,3.0,1.0,1110
2014-05-07,00:00:00,310000.0,3.0,1.75,1840
2014-05-07,00:00:00,750000.0,3.0,2.75,2520
2014-05-07,00:00:00,630000.0,3.0,2.5,2680
2014-05-07,00:00:00,599999.0,9.0,4.5,3830
2014-05-07,00:00:00,758000.0,4.0,2.75,2410
2014-05-07,00:00:00,248500.0,4.0,1.75,1720
2014-05-07,00:00:00,310000.0,3.0,1.75,2070
2014-05-07,00:00:00,460000.0,3.0,2.0,1760
2014-05-07,00:00:00,675000.0,3.0,1.75,1680
2014-05-07,00:00:00,526000.0,2.0,2.0,1550
2014-05-07,00:00:00,560000.0,3.0,3.0,4120
2014-05-07,00:00:00,415000.0,4.0,3.0,1830
2014-05-07,00:00:00,246000.0,3.0,1.0,1400
2014-05-07,00:00:00,314500.0,3.0,1.75,1870
2014-05-07,00:00:00,3200000.0,7.0,4.5,6210
2014-05-07,00:00:00,420000.0,2.0,1.5,1040
2014-05-07,00:00:00,535000.0,3.0,1.75,2720
2014-05-07,00:00:00,350000.0,3.0,1.0,1010
2014-05-07,00:00:00,515000.0,3.0,1.75,1580
2014-05-07,00:00:00,749950.0,4.0,2.75,2600
2014-05-07,00:00:00,230000.0,3.0,2.5,1920
2014-05-07,00:00:00,568000.0,3.0,2.0,2350
2014-05-07,00:00:00,250000.0,1.0,1.0,1100
2014-05-07,00:00:00,581000.0,4.0,2.0,2510
2014-05-07,00:00:00,651000.0,3.0,2.5,3240
2014-05-07,00:00:00,600000.0,3.0,2.5,2460
2014-05-07,00:00:00,500000.0,2.0,1.0,1010
2014-05-07,00:00:00,475000.0,2.0,1.0,820
2014-05-07,00:00:00,352000.0,5.0,2.5,2420
2014-05-07,00:00:00,420000.0,3.0,2.25,1770
2014-05-07,00:00:00,428000.0,2.0,2.0,1350
2014-05-07,00:00:00,599000.0,3.0,1.75,1960
2014-05-07,00:00:00,492000.0,4.0,2.5,3305
2014-05-07,00:00:00,630000.0,2.0,2.25,2550
2014-05-07,00:00:00,900000.0,5.0,3.75,4130
2014-05-07,00:00:00,1110000.0,4.0,1.5,2310
2014-05-07,00:00:00,575000.0,4.0,2.0,1650
2014-05-07,00:00:00,705000.0,4.0,2.5,2650
2014-05-07,00:00:00,940000.0,4.0,2.25,1890
2014-05-07,00:00:00,313000.0,3.0,1.75,2190
2014-05-07,00:00:00,618080.0,3.0,2.5,2030
2014-05-07,00:00:00,640000.0,3.0,3.0,2270
2014-05-07,00:00:00,485000.0,3.0,2.0,1610
2014-05-07,00:00:00,300000.0,2.0,1.0,760
2014-05-07,00:00:00,379500.0,2.0,1.0,1640
2014-05-07,00:00:00,339950.0,3.0,2.25,1630
2014-05-07,00:00:00,1500000.0,6.0,2.5,3560
2014-05-07,00:00:00,1340000.0,3.0,3.0,2960
2014-05-07,00:00:00,500000.0,3.0,2.5,1940
2014-05-07,00:00:00,239900.0,3.0,2.0,1410
2014-05-07,00:00:00,314950.0,3.0,1.0,1040
2014-05-07,00:00:00,361280.0,2.0,1.0,820
2014-05-07,00:00:00,100000.0,2.0,1.0,910
2014-05-07,00:00:00,540000.0,7.0,5.75,3700
2014-05-07,00:00:00,480500.0,4.0,2.5,2180
2014-05-07,00:00:00,280000.0,3.0,2.5,1600
2014-05-07,00:00:00,440000.0,3.0,1.75,1500
2014-05-07,00:00:00,530000.0,3.0,1.0,1340
2014-05-07,00:00:00,560000.0,3.0,2.0,1860
2014-05-07,00:00:00,775000.0,3.0,2.0,2540
2014-05-07,00:00:00,160000.0,2.0,1.0,1040
2014-05-07,00:00:00,209950.0,3.0,1.5,1380
2014-05-07,00:00:00,226500.0,3.0,1.75,1640
2014-05-07,00:00:00,380000.0,5.0,1.75,3000
2014-05-07,00:00:00,409500.0,4.0,2.75,2140
2014-05-07,00:00:00,690000.0,3.0,2.0,1760
2014-05-07,00:00:00,405000.0,3.0,2.25,1660
2014-05-07,00:00:00,375000.0,3.0,2.5,1830
2014-05-07,00:00:00,794154.0,4.0,2.0,2210
2014-05-07,00:00:00,185000.0,4.0,1.0,1490
2014-05-07,00:00:00,245000.0,3.0,1.5,1260
2014-05-07,00:00:00,1532500.0,5.0,4.5,4270
2014-05-07,00:00:00,1040000.0,4.0,3.5,3900
2014-05-07,00:00:00,425000.0,2.0,2.5,1150
2014-05-07,00:00:00,495000.0,4.0,2.75,2656
2014-05-07,00:00:00,365000.0,5.0,2.75,2410
2014-05-07,00:00:00,417250.0,3.0,2.25,1606
2014-05-07,00:00:00,339950.0,2.0,1.0,820
2014-05-08,00:00:00,615000.0,2.0,1.0,1540
2014-05-08,00:00:00,403000.0,3.0,2.75,2090
2014-05-08,00:00:00,980000.0,5.0,2.5,3160
2014-05-08,00:00:00,258000.0,4.0,1.75,1730
2014-05-08,00:00:00,533000.0,3.0,1.0,1670
2014-05-08,00:00:00,537500.0,4.0,2.5,2550
2014-05-08,00:00:00,830000.0,5.0,3.0,3040
2014-05-08,00:00:00,712000.0,3.0,1.0,1250
2014-05-08,00:00:00,262000.0,4.0,2.5,2020
2014-05-08,00:00:00,753888.0,4.0,2.5,2660
2014-05-08,00:00:00,134000.0,2.0,1.5,980
2014-05-08,00:00:00,402000.0,3.0,2.5,1960
2014-05-08,00:00:00,205000.0,2.0,1.0,720
2014-05-08,00:00:00,553650.0,2.0,2.5,1360
2014-05-08,00:00:00,559950.0,2.0,2.0,1870
2014-05-08,00:00:00,260000.0,4.0,1.5,2130
2014-05-08,00:00:00,270000.0,4.0,2.5,1810
2014-05-08,00:00:00,295000.0,2.0,1.75,2200
2014-05-08,00:00:00,719000.0,3.0,2.5,1690
2014-05-08,00:00:00,266000.0,3.0,2.5,1940
2014-05-08,00:00:00,325900.0,4.0,2.5,2320
2014-05-08,00:00:00,647500.0,4.0,1.75,2060
2014-05-08,00:00:00,1039000.0,4.0,1.0,3410
2014-05-08,00:00:00,569000.0,4.0,2.25,2250
2014-05-08,00:00:00,246000.0,3.0,1.75,1390
2014-05-08,00:00:00,515000.0,2.0,1.0,1060
2014-05-08,00:00:00,207000.0,3.0,1.0,1490
2014-05-08,00:00:00,780000.0,4.0,1.75,2480
2014-05-08,00:00:00,489990.0,5.0,2.25,2440
2014-05-08,00:00:00,335000.0,3.0,1.5,2240
2014-05-08,00:00:00,295000.0,3.0,2.5,1920
2014-05-08,00:00:00,385000.0,3.0,1.75,1890
2014-05-08,00:00:00,350000.0,4.0,1.75,2250
2014-05-08,00:00:00,235000.0,2.0,1.0,1270
2014-05-08,00:00:00,358000.0,2.0,1.5,960
2014-05-08,00:00:00,716500.0,4.0,2.5,3290
2014-05-08,00:00:00,228000.0,4.0,1.75,2000
2014-05-08,00:00:00,405000.0,2.0,1.0,1020
2014-05-08,00:00:00,538000.0,4.0,1.75,1840
2014-05-08,00:00:00,530000.0,3.0,1.75,1980
2014-05-08,00:00:00,1750000.0,6.0,3.0,3510
2014-05-08,00:00:00,636000.0,2.0,1.75,1230
2014-05-08,00:00:00,535000.0,4.0,2.5,2280
2014-05-08,00:00:00,1500000.0,3.0,1.75,2430
2014-05-08,00:00:00,868500.0,3.0,2.5,2920
2014-05-08,00:00:00,530000.0,4.0,2.75,2280
2014-05-08,00:00:00,450000.0,3.0,2.0,1510
2014-05-08,00:00:00,230000.0,3.0,1.75,950
2014-05-08,00:00:00,229000.0,3.0,2.5,1190
2014-05-08,00:00:00,437000.0,3.0,1.75,1310
2014-05-08,00:00:00,1307000.0,5.0,3.25,2800
2014-05-08,00:00:00,595000.0,3.0,2.5,1750
2014-05-08,00:00:00,660000.0,3.0,1.75,1320
2014-05-08,00:00:00,347500.0,4.0,2.5,2460
2014-05-08,00:00:00,297950.0,3.0,2.0,1240
2014-05-08,00:00:00,245000.0,3.0,1.5,1260
2014-05-08,00:00:00,543200.0,6.0,2.25,2820
2014-05-08,00:00:00,1250000.0,4.0,3.25,3820
2014-05-08,00:00:00,413450.0,3.0,2.5,1540
2014-05-08,00:00:00,330000.0,2.0,2.0,1550
2014-05-08,00:00:00,424500.0,3.0,1.75,1460
2014-05-08,00:00:00,230000.0,3.0,1.0,1390
2014-05-08,00:00:00,930000.0,3.0,3.25,2640
2014-05-08,00:00:00,349000.0,3.0,1.75,1590
2014-05-08,00:00:00,835000.0,4.0,2.0,1910
2014-05-08,00:00:00,988500.0,3.0,2.75,2015
2014-05-08,00:00:00,500000.0,3.0,1.75,1410
2014-05-08,00:00:00,499000.0,2.0,1.5,1110
2014-05-08,00:00:00,321950.0,2.0,1.25,860
2014-05-08,00:00:00,494000.0,3.0,2.5,2310
2014-05-08,00:00:00,441750.0,2.0,1.5,1020
2014-05-08,00:00:00,438000.0,2.0,1.0,980
2014-05-09,00:00:00,985000.0,4.0,2.25,4230
2014-05-09,00:00:00,352000.0,3.0,2.25,1640
2014-05-09,00:00:00,839900.0,4.0,3.5,3810
2014-05-09,00:00:00,765000.0,4.0,2.75,2790
2014-05-09,00:00:00,460000.0,4.0,1.75,1750
2014-05-09,00:00:00,224500.0,4.0,1.0,1430
2014-05-09,00:00:00,254000.0,3.0,2.5,1850
2014-05-09,00:00:00,255000.0,2.0,1.0,960
2014-05-09,00:00:00,610000.0,3.0,3.0,2480
2014-05-09,00:00:00,920000.0,4.0,3.0,3750
2014-05-09,00:00:00,402500.0,4.0,2.5,2600
2014-05-09,00:00:00,280950.0,3.0,1.75,1390
2014-05-09,00:00:00,604000.0,4.0,2.5,2260
2014-05-09,00:00:00,565000.0,4.0,2.25,2470
2014-05-09,00:00:00,255000.0,2.0,1.0,810
2014-05-09,00:00:00,445000.0,4.0,2.0,1650
2014-05-09,00:00:00,2400000.0,3.0,2.25,3000
2014-05-09,00:00:00,195000.0,2.0,1.0,720
2014-05-09,00:00:00,275000.0,3.0,1.5,1390
2014-05-09,00:00:00,387000.0,3.0,2.25,1445
2014-05-09,00:00:00,490000.0,2.0,1.0,1840
2014-05-09,00:00:00,505000.0,3.0,2.5,2100
2014-05-09,00:00:00,303500.0,3.0,1.5,1060
2014-05-09,00:00:00,270000.0,3.0,1.5,1500
2014-05-09,00:00:00,323000.0,4.0,2.75,1970
2014-05-09,00:00:00,382000.0,3.0,3.25,1410
2014-05-09,00:00:00,1370000.0,4.0,2.75,3720
2014-05-09,00:00:00,280000.0,4.0,2.0,2190
2014-05-09,00:00:00,260000.0,3.0,2.0,1920
2014-05-09,00:00:00,201500.0,3.0,1.0,1160
2014-05-09,00:00:00,1157200.0,4.0,4.25,5860
2014-05-09,00:00:00,536500.0,4.0,1.75,2000
2014-05-09,00:00:00,248000.0,4.0,3.0,2163
2014-05-09,00:00:00,532000.0,5.0,3.0,3480
2014-05-09,00:00:00,580000.0,4.0,2.5,2840
2014-05-09,00:00:00,463000.0,2.0,1.0,1150
2014-05-09,00:00:00,742500.0,4.0,2.75,3100
2014-05-09,00:00:00,260000.0,3.0,2.5,1420
2014-05-09,00:00:00,590000.0,4.0,2.25,2430
2014-05-09,00:00:00,312000.0,4.0,2.25,1930
2014-05-09,00:00:00,566000.0,3.0,2.25,1660
2014-05-09,00:00:00,511555.0,3.0,2.0,1400
2014-05-09,00:00:00,583000.0,4.0,2.5,2660
2014-05-09,00:00:00,290000.0,4.0,2.5,2000
2014-05-09,00:00:00,311100.0,4.0,2.25,2130
2014-05-09,00:00:00,325000.0,3.0,2.25,1352
2014-05-09,00:00:00,491300.0,3.0,1.75,1750
2014-05-09,00:00:00,315000.0,5.0,1.75,2320
2014-05-09,00:00:00,360000.0,2.0,1.0,1420
2014-05-09,00:00:00,330000.0,4.0,2.5,1940
2014-05-09,00:00:00,481450.0,3.0,2.0,1410
2014-05-09,00:00:00,234950.0,3.0,1.0,1360
2014-05-09,00:00:00,251000.0,3.0,1.75,1220
2014-05-09,00:00:00,782000.0,4.0,2.5,2830
2014-05-09,00:00:00,833000.0,4.0,2.75,3780
2014-05-09,00:00:00,542500.0,4.0,2.5,2330
2014-05-09,00:00:00,851000.0,3.0,2.5,3560
2014-05-09,00:00:00,325000.0,4.0,1.5,1470
2014-05-09,00:00:00,415000.0,4.0,2.25,3060
2014-05-09,00:00:00,252500.0,3.0,1.0,1030
2014-05-09,00:00:00,465000.0,4.0,2.5,1930
2014-05-09,00:00:00,336900.0,3.0,1.75,1780
2014-05-09,00:00:00,225000.0,3.0,2.5,2000
2014-05-09,00:00:00,270000.0,3.0,2.0,1690
2014-05-09,00:00:00,1702500.0,5.0,4.5,5190
2014-05-09,00:00:00,536000.0,3.0,1.75,1300
2014-05-09,00:00:00,585000.0,4.0,3.25,2400
2014-05-09,00:00:00,445000.0,2.0,2.0,1150
2014-05-09,00:00:00,320000.0,4.0,2.25,2310
2014-05-09,00:00:00,769900.0,4.0,3.5,2730
2014-05-09,00:00:00,557000.0,4.0,2.5,2840
2014-05-09,00:00:00,212000.0,2.0,1.5,1020
2014-05-09,00:00:00,376000.0,3.0,2.0,1340
2014-05-09,00:00:00,800000.0,4.0,3.25,3540
2014-05-09,00:00:00,2238888.0,5.0,6.5,7270
2014-05-09,00:00:00,324000.0,3.0,2.25,998
2014-05-10,00:00:00,549900.0,5.0,2.75,3060
2014-05-10,00:00:00,320000.0,3.0,2.5,2130
2014-05-10,00:00:00,875000.0,4.0,2.0,2520
2014-05-10,00:00:00,265000.0,4.0,1.0,1940
2014-05-10,00:00:00,394950.0,3.0,2.5,1350
2014-05-11,00:00:00,842500.0,4.0,2.5,2160
2014-05-11,00:00:00,368000.0,3.0,2.5,1370
2014-05-12,00:00:00,1225000.0,4.0,4.5,5420
2014-05-12,00:00:00,885000.0,4.0,2.5,2830
2014-05-12,00:00:00,453246.0,3.0,2.5,2010
2014-05-12,00:00:00,927000.0,4.0,2.75,3300
2014-05-12,00:00:00,490000.0,2.0,2.5,1230
2014-05-12,00:00:00,341000.0,3.0,1.5,1720
2014-05-12,00:00:00,235000.0,1.0,1.0,810
2014-05-12,00:00:00,1200000.0,3.0,1.75,1560
2014-05-12,00:00:00,560000.0,3.0,2.0,2560
